活动区域,子区域,日期,时段,客流量,age（0-25）,age（26-44）,age（45-60+）,首次到访占比,男性客流量,女性客流量,驻留时长1,驻留时长2,驻留时长3,驻留时长4,是否活动时间
 无锡映月湖     ,九里仓,20240503,15,2610,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,16,2662,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,17,3540,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,18,4088,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,19,4877,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,20,4284,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,21,2865,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,22,1438,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,23,701,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240504,0,551,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,1,332,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,2,171,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,3,115,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,4,133,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,映月天地,20240430,2,61,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,3,19,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,4,9,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,5,107,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,6,267,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,7,686,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,8,764,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,9,534,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,10,501,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,11,595,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,12,645,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,13,638,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,14,527,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,15,639,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,16,678,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,17,1075,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,18,1051,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,19,839,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,20,769,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,21,641,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,22,381,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,23,175,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240501,0,124,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,1,70,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,2,66,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,3,43,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,4,10,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,5,78,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,6,212,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,7,286,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,8,518,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,9,714,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,10,874,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,11,1154,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,12,1193,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,13,1358,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,14,1124,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,15,1102,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,16,1136,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,17,1454,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,18,1697,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,19,2359,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,20,2210,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,21,1339,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,22,590,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240501,23,271,555,4712,2488,0.83,4500,3281,461,452,367,96,1
 无锡映月湖     ,映月天地,20240502,0,176,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,1,91,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,2,29,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,3,6,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,4,19,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,5,113,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,6,214,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,7,362,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,8,573,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,9,728,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,10,992,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,11,1146,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,12,1161,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,13,1256,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,14,1036,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,15,946,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,16,1038,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,17,1303,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,18,1517,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,19,1893,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,20,1727,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,21,1097,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,22,488,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月天地,20240502,23,252,507,4056,2281,0.76,3956,2906,427,460,312,87,1
 无锡映月湖     ,映月湖中央公园,20240424,1,673,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,12,3850,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,16,4784,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,23,1652,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,5,815,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,9,3871,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,13,3727,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,17,6206,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,2,405,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,20,4584,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,6,2215,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,10,3491,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,14,4307,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,18,6600,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,21,4143,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,3,520,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,7,5467,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,0,1076,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,11,4470,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,15,5526,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,19,5384,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,22,2207,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,4,290,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,8,3976,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,1,509,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,12,3373,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,16,4696,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,23,1713,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,5,761,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,9,3671,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,13,4186,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,17,6709,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,2,417,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,20,5256,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,6,2590,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,0,980,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,11,3648,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,15,4642,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,19,4478,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,22,2662,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,4,407,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,8,5162,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240501,1,702,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,12,4656,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,16,5531,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,23,2095,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,5,793,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,9,4408,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240502,13,5216,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,17,5391,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,2,559,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,20,6107,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,6,1743,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240503,10,4791,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,14,4919,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,18,5407,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,21,4086,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,3,261,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,7,2865,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240504,0,1101,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,11,3898,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,15,4095,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,19,4578,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,22,2277,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,4,292,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,8,3245,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240505,1,564,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,12,3973,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,16,4487,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,23,1715,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,5,595,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,9,3533,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖公园,20240424,0,1835,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,11,7156,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,15,7722,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,19,9463,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,22,3956,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,4,560,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,8,10143,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,1,1004,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,12,6915,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,16,9529,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,23,2799,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,5,1406,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,9,7415,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,13,7610,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,17,13602,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,2,762,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,20,9834,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,6,4360,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,10,7755,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,14,9200,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,18,9470,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,21,5978,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,3,956,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,7,5734,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,0,1720,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,11,6514,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,15,7179,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,19,8016,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,22,3411,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,4,520,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,8,9489,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,1,829,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,12,7094,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,16,9645,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,23,3138,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,5,1413,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,9,7166,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,10,6274,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,14,7560,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,18,10623,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,21,6433,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,3,759,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,7,11431,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240501,0,2079,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,11,9050,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,15,9280,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,19,13520,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,22,5603,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,4,667,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,8,6088,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240502,1,1161,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,12,8201,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,16,9423,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,23,3415,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,5,1413,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,9,7712,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240503,13,8853,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,17,10327,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,2,771,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,20,10120,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,6,2632,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240504,10,6860,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,14,7587,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,18,8598,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,21,5591,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,3,604,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,7,4783,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240505,0,1836,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,11,7021,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,15,8912,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,19,9227,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,22,3784,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,4,597,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,8,6157,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,九里仓,20240424,17,3536,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240424,18,3067,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240424,19,3028,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240424,20,2883,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240424,21,1883,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240424,22,1025,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240424,23,612,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240425,18,3064,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240425,19,2781,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240425,20,2642,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240425,21,1697,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240425,22,892,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240425,23,563,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240426,19,3963,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240426,20,3462,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240426,21,2285,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240426,22,1198,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240426,23,674,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240427,18,2893,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240427,19,3722,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240427,20,3034,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240427,21,1701,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240427,22,989,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240427,23,566,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240428,17,3648,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240428,18,2770,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240428,19,2479,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240428,20,2338,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240428,21,1497,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240428,22,853,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240428,23,568,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240504,5,231,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,6,553,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,7,904,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,8,1248,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,9,1540,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,10,1702,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,11,2043,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,12,2023,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,13,2256,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,14,2129,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,15,1947,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,16,2161,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,17,2802,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,18,2931,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,19,3189,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,20,2319,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,21,1651,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,22,911,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240504,23,616,341,2966,1448,0.63,7155,4453,869,470,333,196,1
 无锡映月湖     ,九里仓,20240505,0,455,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,1,268,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,2,178,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,3,151,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,4,121,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,5,205,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,6,486,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,7,898,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,8,1254,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,9,1504,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,10,1651,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,11,1889,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,12,2026,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,13,2202,756,7609,3686,0.64,7155,4453,775,485,306,189,1
