活动区域,子区域,日期,时段,客流量,age（0-25）,age（26-44）,age（45-60+）,首次到访占比,男性客流量,女性客流量,驻留时长1,驻留时长2,驻留时长3,驻留时长4,是否活动时间
 江阴音乐节     ,次级防控圈,20240603,23,8534,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240604,12,24303,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,13,25938,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,14,26880,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,15,28246,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,16,30668,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,17,35605,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,18,29359,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,19,24792,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,20,22087,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,21,17469,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,22,12465,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,23,8839,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240605,10,26372,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,11,28197,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,12,23778,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,13,25725,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,14,24770,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,8,31557,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,9,27950,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,3,3741,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,4,3949,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,5,7289,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,6,15393,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,7,25798,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,8,29669,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,9,27453,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,0,10859,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,1,5075,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,2,4043,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,3,4174,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,4,4407,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,5,8542,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,0,13863,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,18,30212,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,19,29283,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,23,10676,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,13,28616,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,14,30444,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,15,32034,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,16,33096,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,17,34021,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,18,29772,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,19,28620,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,20,27165,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,21,21855,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,22,16246,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,23,10845,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240610,10,28589,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,11,26579,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,12,27938,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,13,29764,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,14,31642,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,8,23676,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,9,27745,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,江阴体育馆,20240603,0,347,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,1,179,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,2,150,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,3,126,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,4,117,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,5,635,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,6,2860,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240604,0,367,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,1,157,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,19,4452,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240605,14,3866,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,15,4450,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,16,5005,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,17,5455,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,18,4720,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,19,3260,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,20,3158,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,21,2042,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,22,1102,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,23,664,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,10,4302,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,11,4991,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,12,4497,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,13,5896,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,14,5550,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,15,5262,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,16,5019,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,20,4228,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,21,2529,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,10,4040,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,11,4529,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,5,428,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,6,2336,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,7,4798,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,8,5557,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,9,4289,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,0,525,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,1,192,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,2,110,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,3,73,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,4,137,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,5,448,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,6,1960,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,7,3154,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,0,495,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,1,163,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,2,116,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240610,14,4978,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,15,5269,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,16,6005,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,17,7500,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,18,11543,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,19,19131,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,20,18216,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,21,14178,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,22,15650,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,23,6614,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,次级防控圈,20240603,0,10681,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,1,5236,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,2,4343,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,3,4492,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,4,4769,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,5,9170,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,6,18857,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,7,30744,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240604,0,10565,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,1,4827,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,2,4574,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240605,15,27798,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,16,30792,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,17,32870,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,18,26921,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,19,21735,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,20,19991,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,21,16310,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,22,11387,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,23,7991,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,10,25349,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,11,28622,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,12,24254,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,13,28448,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,14,29079,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,15,30404,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,16,32294,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,17,37360,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,20,23410,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,21,18369,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,22,13250,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,10,29355,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,11,30732,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,12,27903,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,6,16994,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,7,28872,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,8,33456,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,9,29790,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,1,6968,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,2,4766,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,3,4679,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,4,4684,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,5,9637,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,6,16557,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,7,23631,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,8,28788,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,0,11614,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,1,5633,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,2,4408,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,3,4315,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240610,15,34274,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,16,35841,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,17,39206,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,18,46593,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,19,52685,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,20,46232,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,21,36258,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,22,36814,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,23,28286,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,江阴体育馆,20240603,10,3562,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,11,3729,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,12,3424,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,13,3808,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,7,5365,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,8,5511,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,9,3791,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240604,2,134,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,3,96,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,4,123,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,5,530,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,6,2431,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,7,4699,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,8,5176,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,9,3820,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240605,0,392,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,1,147,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,2,127,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,3,113,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,4,178,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,17,6583,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,18,5445,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,19,4702,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,22,1410,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,23,909,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,12,4401,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,13,4786,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,14,4976,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,15,4737,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,16,5550,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,17,6448,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,18,6232,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,19,5667,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,20,5931,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,21,4285,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,22,2610,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,23,986,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,10,5218,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,11,5103,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,12,4526,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,13,4550,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,14,4582,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,8,3974,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,9,4737,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,3,104,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,4,135,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,5,350,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,6,1551,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,7,2468,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,8,3609,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,9,4455,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240610,0,598,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,1,202,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,2,114,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,3,104,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,4,141,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,次级防控圈,20240603,10,27392,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,11,28410,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,12,24425,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,13,25912,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,14,28044,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,8,34129,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,9,27833,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240604,3,4350,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,4,4264,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,5,8081,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,6,16998,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,7,28502,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,8,31991,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,9,27041,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240605,0,10507,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,1,5021,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,2,3904,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,3,4189,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,4,4338,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,5,8145,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,0,9407,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,18,30272,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,19,26284,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,23,9380,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,13,29930,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,14,32422,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,15,31713,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,16,36656,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,17,39395,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,18,34337,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,19,30363,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,20,29752,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,21,24413,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,22,18911,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240607,23,11652,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,10,30960,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,11,30423,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,12,28620,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,13,28497,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,14,30105,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,15,31577,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,20,27281,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,9,31562,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,10,30837,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,4,4353,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,5,7645,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,6,13045,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,7,19656,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,8,27304,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,9,30583,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240610,0,11811,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,1,5721,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,2,4380,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,3,4173,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,4,4000,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,5,7505,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,江阴体育馆,20240603,14,3610,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,15,3968,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,20,3498,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240604,10,3594,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240605,5,592,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,6,2569,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,0,423,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,1,164,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,15,4759,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,16,5055,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,20,4777,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,21,3138,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,10,4388,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,11,4369,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240610,5,393,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,6,1380,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,次级防控圈,20240603,15,29047,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,16,31140,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,20,21394,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,21,17053,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240604,10,25977,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240604,11,27889,,,,,,,6089,6654,5127,2008,0
 江阴音乐节     ,次级防控圈,20240605,6,16692,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240605,7,28249,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,1,4402,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240606,2,3725,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,16,32176,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,17,32146,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,21,21781,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240608,22,15045,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,11,29109,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240609,12,26971,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240610,6,12152,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
 江阴音乐节     ,次级防控圈,20240610,7,17905,1922,28975,19071,0.61,26694,23323,16567,14155,10377,3921,1
